itemid,country_alpha2,hudoc_decision_body,case_importance,has_separate_opinion,represented,num_violations_found,violation_type,num_applicants,judgment_year,judgment_month,violated_articles_count,violated_article_6,violated_article_3,violated_article_5,violated_article_13,violated_article_8,violated_article_P1_1,violated_article_2,violated_article_10,violated_article_11,violated_article_14,violated_article_34,violated_article_9,violated_article_P1_3,violated_article_38,violated_article_P4_2,violated_article_7,violated_article_P7_4,violated_article_P1_2,violated_article_18,violated_article_P7_2,app_sex_male_ratio,app_sex_female_ratio,app_sex_unknown_ratio,app_age_child_ratio,app_age_adolescent_ratio,app_age_adult_ratio,app_age_elderly_ratio,app_age_unknown_ratio,app_birth_year_median,app_unique_nationality_count,app_multi_nationality_flag,perapp_unique_beneficiary_category_count,perapp_has_joint_beneficiary_category_flag,rl_violation_type_procedural_ratio,rl_violation_type_both_ratio,rl_violation_duration_months,rl_violation_duration_months_missing_ratio,gdp_per_capita_log1p,gdp_constant_2015_log1p
001-98603,ua,CHAMBER,3,0,0,1,procedural,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1938.0,1,0,0,0,1.0,0.0,0.0,1.0,8.01982077416,25.3885461835
001-98656,ua,CHAMBER,3,0,0,1,substantive,1,2010,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1932.0,1,0,1,0,0.0,0.0,14.0,0.0,8.01982077416,25.3885461835
001-98658,ua,CHAMBER,4,0,1,1,substantive,1,2010,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1982.0,1,0,1,0,0.0,0.0,0.0,1.0,8.01982077416,25.3885461835
001-98660,ua,CHAMBER,4,0,1,3,both,2,2010,5,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975.5,1,0,1,0,0.0,1.0,40.4,0.0,8.01982077416,25.3885461835
001-98662,ru,CHAMBER,4,0,1,5,both,3,2010,5,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1977.0,1,0,3,0,0.0,1.0,74.0,0.0,9.2757525958,27.8546959765
001-98664,tr,CHAMBER,3,0,1,3,both,2,2010,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.5,0.5,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,2,0,0.0,1.0,0.0,1.0,9.27799621119,27.1525054863
001-98666,tr,CHAMBER,4,0,1,3,substantive,1,2010,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1981.0,1,0,1,0,0.0,0.0,128.0,0.0,9.27799621119,27.1525054863
001-98752,tr,CHAMBER,2,0,1,1,substantive,1,2010,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1944.0,1,0,1,0,0.0,0.0,168.0,0.0,9.27799621119,27.1525054863
001-98774,ru,CHAMBER,4,0,1,1,substantive,1,2010,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,26.0,0.0,9.2757525958,27.8546959765
001-98778,ua,CHAMBER,4,0,0,1,procedural,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1955.0,1,0,1,0,1.0,0.0,0.0,1.0,8.01982077416,25.3885461835
001-98782,ua,CHAMBER,4,0,0,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1949.0,1,0,1,0,0.0,0.0,0.0,1.0,8.01982077416,25.3885461835
001-98784,ua,CHAMBER,4,0,1,2,procedural,1,2010,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1960.0,1,0,0,0,1.0,0.0,1.0,0.0,8.01982077416,25.3885461835
001-98788,ru,CHAMBER,4,0,1,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1925.0,1,0,1,0,0.0,0.0,0.0,1.0,9.2757525958,27.8546959765
001-98796,at,CHAMBER,4,0,1,2,substantive,1,2010,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,144.0,0.0,10.7496162871,26.6091545619
001-98798,ua,CHAMBER,4,0,1,1,substantive,1,2010,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,1,0,0.0,0.0,8.0,0.0,8.01982077416,25.3885461835
001-98814,hu,CHAMBER,3,0,1,1,substantive,1,2010,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1962.0,1,0,1,0,0.0,0.0,21.7,0.0,9.4872781851,25.4495375133
001-98818,ru,CHAMBER,4,0,0,2,substantive,4,2010,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1946.5,1,0,4,0,0.0,0.0,60.0,0.0,9.2757525958,27.8546959765
001-98821,hr,CHAMBER,4,0,0,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1932.0,1,0,1,0,0.0,0.0,117.0,0.0,9.52739425078,24.6628029387
001-98825,ua,CHAMBER,3,0,1,1,substantive,1,2010,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1955.0,1,0,1,0,0.0,0.0,0.0,1.0,8.01982077416,25.3885461835
001-98829,hr,CHAMBER,3,0,1,1,substantive,1,2010,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,96.0,0.0,9.52739425078,24.6628029387
001-98832,ru,CHAMBER,3,0,1,3,substantive,1,2010,5,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1958.0,1,0,1,0,0.0,0.0,24.0,0.0,9.2757525958,27.8546959765
001-98717,ru,CHAMBER,3,0,1,4,both,1,2010,5,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1973.0,1,0,1,0,0.0,1.0,42.0,0.0,9.2757525958,27.8546959765
001-98833,al,CHAMBER,3,0,1,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,1,0,0.0,0.0,0.0,1.0,8.33089847993,23.0677701981
001-98882,ru,CHAMBER,4,0,1,5,both,10,2010,5,5,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6,0.0,0.0,0.0,1.0,0.0,0.0,1984.5,1,0,2,0,0.0,1.0,102.0,0.0,9.2757525958,27.8546959765
001-98885,ge,CHAMBER,3,1,1,3,substantive,6,2010,5,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1963.0,1,0,1,0,0.0,0.0,6.8,0.0,8.09643046189,23.1829516145
001-98907,bg,CHAMBER,4,0,0,1,procedural,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1945.0,1,0,0,0,1.0,0.0,61.0,0.0,8.8327260143,24.5849259817
001-98911,tr,CHAMBER,4,0,1,3,substantive,1,2010,5,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,1,0,0.0,0.0,154.0,0.0,9.27799621119,27.1525054863
001-98917,tr,CHAMBER,3,0,1,1,both,2,2010,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1956.5,1,0,0,0,0.0,1.0,0.0,1.0,9.27799621119,27.1525054863
001-98921,mk,CHAMBER,4,0,1,1,procedural,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1963.0,1,0,1,0,1.0,0.0,59.0,0.0,8.4835052447,22.9114102223
001-98923,ge,CHAMBER,3,0,0,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1952.0,1,0,1,0,0.0,0.0,13.0,0.0,8.09643046189,23.1829516145
001-98926,tr,CHAMBER,3,0,1,1,substantive,2,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1971.0,1,0,2,0,0.0,0.0,103.0,0.0,9.27799621119,27.1525054863
001-98928,mk,CHAMBER,4,0,1,1,procedural,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1941.0,1,0,1,0,1.0,0.0,105.3,0.0,8.4835052447,22.9114102223
001-98930,tr,CHAMBER,4,1,1,1,procedural,1,2010,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1966.0,1,0,1,0,1.0,0.0,0.0,1.0,9.27799621119,27.1525054863
001-98932,ro,CHAMBER,4,0,0,1,substantive,1,2010,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1960.0,1,0,1,0,0.0,0.0,0.0,1.0,9.03605096176,25.7673703349
001-98755,pl,CHAMBER,4,0,1,1,substantive,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,1,0,0.0,0.0,196.0,0.0,9.43896740291,26.7423009055
001-98965,ro,CHAMBER,4,0,1,1,substantive,1,2010,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1971.0,1,0,0,0,0.0,0.0,0.0,1.0,9.03605096176,25.7673703349
001-98968,ro,CHAMBER,3,0,1,1,procedural,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1979.0,1,0,1,0,1.0,0.0,0.0,1.0,9.03605096176,25.7673703349
001-99015,de,GRANDCHAMBER,1,1,1,1,substantive,1,2010,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975.0,1,0,1,0,0.0,0.0,0.0333333333333333,0.0,10.6548556825,28.7786134819
001-99002,ru,CHAMBER,4,0,1,2,substantive,1,2010,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1942.0,1,0,1,0,0.0,0.0,41.0,0.0,9.2757525958,27.8546959765
001-99004,ru,CHAMBER,4,0,1,5,both,2,2010,6,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.5,1,0,2,0,0.0,1.0,66.0,0.0,9.2757525958,27.8546959765
001-99016,ru,CHAMBER,4,0,0,1,substantive,4,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1934.5,1,0,3,0,0.0,0.0,74.0,0.0,9.2757525958,27.8546959765
001-99018,ru,CHAMBER,4,0,1,1,substantive,1,2010,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,0,0,0.0,0.0,5.5,0.0,9.2757525958,27.8546959765
001-99174,pl,CHAMBER,4,0,0,1,procedural,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,1.0,0.0,0.0,1.0,9.43896740291,26.7423009055
001-99176,pl,CHAMBER,4,0,0,1,substantive,1,2010,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,0,0,0.0,0.0,3.4,0.0,9.43896740291,26.7423009055
001-99178,pl,CHAMBER,4,0,0,2,substantive,1,2010,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1939.0,1,0,1,0,0.0,0.0,15.4,0.0,9.43896740291,26.7423009055
001-99180,pl,CHAMBER,4,0,0,2,procedural,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,1.0,0.0,0.0,1.0,9.43896740291,26.7423009055
001-99182,hu,CHAMBER,4,0,1,1,procedural,2,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1945.0,1,0,2,0,1.0,0.0,167.0,0.0,9.4872781851,25.4495375133
001-99184,rs,CHAMBER,4,0,1,1,substantive,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,1,0,0.0,0.0,0.0,1.0,8.69482486947,24.4488001841
001-99186,tr,CHAMBER,3,1,1,1,substantive,4,2010,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0.0,0.0,0.0,1.0,0.0,0.0,1971.5,1,0,4,0,0.0,0.0,108.0,0.0,9.27799621119,27.1525054863
001-99188,tr,CHAMBER,4,0,1,1,substantive,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1981.0,1,0,0,0,0.0,0.0,0.0,1.0,9.27799621119,27.1525054863
001-99085,ru,CHAMBER,4,0,0,1,substantive,1,2010,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1980.0,1,0,0,0,0.0,0.0,5.0,0.0,9.2757525958,27.8546959765
001-99087,bg,CHAMBER,3,0,1,1,both,1,2010,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1980.0,1,0,1,0,0.0,1.0,0.0,1.0,8.8327260143,24.5849259817
001-99090,ru,CHAMBER,3,0,1,2,substantive,1,2010,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1971.0,1,0,1,0,0.0,0.0,70.0,0.0,9.2757525958,27.8546959765
001-99102,mk,CHAMBER,3,0,1,1,procedural,3,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1979.0,1,0,2,0,1.0,0.0,0.0,1.0,8.4835052447,22.9114102223
001-99128,bg,CHAMBER,4,0,1,2,substantive,1,2010,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1960.0,1,0,1,0,0.0,0.0,156.0,0.0,8.8327260143,24.5849259817
001-99130,bg,CHAMBER,4,0,1,3,substantive,1,2010,6,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975.0,1,0,1,0,0.0,0.0,25.0,0.0,8.8327260143,24.5849259817
001-99208,ru,CHAMBER,4,0,1,5,both,4,2010,6,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.75,0.0,0.0,0.0,1.0,0.0,0.0,1954.5,1,0,4,0,0.0,1.0,111.0,0.0,9.2757525958,27.8546959765
001-99210,ru,CHAMBER,3,0,1,2,procedural,2,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,1,0,1.0,0.0,0.0,1.0,9.2757525958,27.8546959765
001-99212,ru,CHAMBER,4,0,1,2,substantive,1,2010,6,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,1,0,0.0,0.0,38.17,0.0,9.2757525958,27.8546959765
001-99214,ru,CHAMBER,4,0,1,5,both,1,2010,6,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1944.0,1,0,1,0,0.0,1.0,84.0,0.0,9.2757525958,27.8546959765
001-99216,ru,CHAMBER,4,0,1,4,both,1,2010,6,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,1,0,0.0,1.0,55.0,0.0,9.2757525958,27.8546959765
001-99218,az,CHAMBER,4,0,1,3,substantive,1,2010,6,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1981.0,1,0,1,0,0.0,0.0,77.0,0.0,8.67326210483,24.5942368212
001-99221,ru,CHAMBER,2,0,1,3,substantive,5,2010,6,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.8,0.0,0.2,0.0,0.0,0.6,0.2,0.2,1958.0,1,0,0,0,0.0,0.0,74.0,0.0,9.2757525958,27.8546959765
001-99226,ru,CHAMBER,3,1,1,3,substantive,1,2010,6,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1970.0,1,0,1,0,0.0,0.0,16.5,0.0,9.2757525958,27.8546959765
001-99384,pl,CHAMBER,2,1,1,2,substantive,3,2010,6,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,1969.0,1,0,0,0,0.0,0.0,120.0,0.0,9.43896740291,26.7423009055
001-99387,hu,CHAMBER,4,0,0,1,procedural,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1943.0,1,0,1,0,1.0,0.0,87.0,0.0,9.4872781851,25.4495375133
001-99389,hu,CHAMBER,4,0,1,1,substantive,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1959.0,1,0,1,0,0.0,0.0,97.0,0.0,9.4872781851,25.4495375133
001-99391,tr,CHAMBER,4,0,1,1,substantive,2,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,2,0,0.0,0.0,71.0,0.0,9.27799621119,27.1525054863
001-99393,tr,CHAMBER,4,0,1,1,substantive,3,2010,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,0,0,0.0,0.0,0.0,1.0,9.27799621119,27.1525054863
001-99395,tr,CHAMBER,4,0,0,1,substantive,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1952.0,1,0,1,0,0.0,0.0,65.0,0.0,9.27799621119,27.1525054863
001-99397,tr,CHAMBER,4,0,1,3,procedural,4,2010,6,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,1972.0,1,0,0,0,1.0,0.0,0.0,0.0,9.27799621119,27.1525054863
001-99399,tr,CHAMBER,4,0,1,2,substantive,1,2010,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,0,0,0.0,0.0,19.7,0.0,9.27799621119,27.1525054863
001-99403,am,CHAMBER,3,0,1,1,substantive,1,2010,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1952.0,1,0,1,0,0.0,0.0,12.0,0.0,8.02038371665,22.8649200039
001-99407,gb,CHAMBER,4,0,1,1,substantive,1,2010,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1978.0,1,0,0,0,0.0,0.0,0.0,1.0,10.5911025099,28.6183518924
001-99409,pl,CHAMBER,4,0,0,1,substantive,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1933.0,1,0,1,0,0.0,0.0,204.0,0.0,9.43896740291,26.7423009055
001-99411,pl,CHAMBER,4,0,0,1,substantive,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1940.0,1,0,1,0,0.0,0.0,0.0,1.0,9.43896740291,26.7423009055
001-99413,pl,CHAMBER,4,0,1,1,substantive,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,1,0,0.0,0.0,43.0,0.0,9.43896740291,26.7423009055
001-99426,ro,CHAMBER,4,0,1,1,substantive,1,2010,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1956.0,1,0,1,0,0.0,0.0,0.1666666666666666,0.0,9.03605096176,25.7673703349
001-99355,ru,CHAMBER,4,0,0,1,substantive,1,2010,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1960.0,1,0,1,0,0.0,0.0,43.97,0.0,9.2757525958,27.8546959765
001-99357,ru,CHAMBER,4,0,0,1,substantive,1,2010,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1955.0,1,0,1,0,0.0,0.0,26.1,0.0,9.2757525958,27.8546959765
001-99362,ru,CHAMBER,4,0,1,2,substantive,1,2010,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1974.0,1,0,1,0,0.0,0.0,6.83,0.0,9.2757525958,27.8546959765
001-99376,ru,CHAMBER,4,0,1,3,substantive,1,2010,6,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1981.0,1,0,1,0,0.0,0.0,13.0,0.0,9.2757525958,27.8546959765
001-99382,ru,CHAMBER,3,0,1,2,substantive,1,2010,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1984.0,1,0,0,0,0.0,0.0,41.5,0.0,9.2757525958,27.8546959765
001-99430,ru,CHAMBER,4,0,1,5,both,2,2010,6,4,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0,7,0,0.0,1.0,120.0,0.0,9.2757525958,27.8546959765
001-99435,ru,CHAMBER,4,0,1,1,procedural,1,2010,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1951.0,1,0,1,0,1.0,0.0,42.0,0.0,9.2757525958,27.8546959765
001-99450,ru,CHAMBER,4,0,1,3,substantive,1,2010,6,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1961.0,1,0,1,0,0.0,0.0,12.0,0.0,9.2757525958,27.8546959765
001-99569,si,CHAMBER,4,0,1,2,substantive,1,2010,6,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1969.0,1,0,1,0,0.0,0.0,65.0,0.0,10.0575314453,24.4581094885
001-99589,pl,CHAMBER,4,0,1,1,substantive,1,2010,6,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1957.0,1,0,1,0,0.0,0.0,0.0,1.0,9.43896740291,26.7423009055
001-99591,pl,CHAMBER,4,0,0,1,procedural,1,2010,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1975.0,1,0,1,0,1.0,0.0,0.0,1.0,9.43896740291,26.7423009055
